央视,#genre#
遂宁综合,https://szyplaytv.snxw.com/live/xwzh/playlist.m3u8
遂宁文化生活,https://szyplaytv.snxw.com/live/gggy/playlist.m3u8
泸州新闻综合,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
泸州科教生活,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
泸州新闻综合,http://file.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
泸州科教生活,http://tvdrs.luzhoubs.com:8100/channellive/lztv3.flv
泸州新闻综合,http://tvdrs.luzhoubs.com:8100/channellive/lztv1.flv
泸州科教生活,http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
绵阳新闻综合,http://livepull.myntv.cn/rtmp/myzh.m3u8
绵阳新闻综合,http://livepull.myntv.cn/rtmp/myzh.flv
绵阳科教生活,http://livepull.myntv.cn/rtmp/mykj.m3u8
绵阳科教生活,http://livepull.myntv.cn/rtmp/mykj.flv
南充综合,https://tvfile.ncntv.com.cn/nmip-media/channellive/channel101604/playlist.m3u8
南充综合,https://file.ncntv.com.cn/nmip-media/channellive/channel101604/playlist.m3u8
南充科教生活,https://tvfile.ncntv.com.cn/nmip-media/channellive/channel100629/playlist.m3u8
南充科教生活,https://file.ncntv.com.cn/nmip-media/channellive/channel100629/playlist.m3u8
乐山新闻综合,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel1/playlist.m3u8
乐山文旅生活,http://m3u8file.lstv.org.cn/nmip-media/channellive/channel12/playlist.m3u8
乐山文旅生活,http://pwpull.leshan.cn/live/216e177701911000eb46902c00000000/playlist.m3u8
乐山i乐山,http://p8.vzan.com/slowlive/147517797332177132/live.m3u8
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
广安新闻综合,http://live1.gatv.com.cn:90/live/XWZH.m3u8
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD.m3u8
广安文旅乡村,http://live1.gatv.com.cn:90/live/GGPD.m3u8
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
雅安新闻综合,https://play.yunxya.com/channellive/xinwen.m3u8
雅安文化生活,https://play.yunxya.com/channellive/whsh.m3u8
雅安新闻综合,https://m3u8channel.yunxya.com/nmip-media/channellive/channel100028/playlist.m3u8
雅安文化生活,https://m3u8channel.yunxya.com/nmip-media/channellive/channel100819/playlist.m3u8
雅安雨城频道,https://m3u8channel-yc.yunxya.com/nmip-media/channellive/channel100103/playlist.m3u8
广元综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel100999/playlist.m3u8
广元文化生活,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel101257/playlist.m3u8
朝天综合,https://m3u8.channel.dzsm.com/nmip-media/channellive/channel104601/playlist.m3u8
达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州文化生活,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
德阳文旅科教,http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
攀枝花新闻综合,https://live.pzhkai.com/xwzhtl/sd/live.m3u8
攀枝花文旅生活,https://live.pzhkai.com/wlshtl/sd/live.m3u8
内江综合,https://www.scnj.tv/hls_njtv_direct/1.m3u8
内江综合,https://njzb.scnj.tv/hls_njtv_direct/1.m3u8
内江科教生活,https://www.scnj.tv/hls_njtv_direct/9.m3u8
内江科教生活,https://njzb.scnj.tv/hls_njtv_direct/9.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
巴中综合,https://bzrmtlive.bzitv.cn/live/240726Bztv001001/hls.m3u8
巴中文旅生活,https://bzrmtlive.bzitv.cn/live/240726Bztv002002/hls.m3u8
金堂电视台,http://live.jtxwzx.com.cn/jtdst/hd/live.m3u8
双流综合,http://171.221.250.132:28080/live/3146B3F489F1246E4E542E341B99EEAD.m3u8
彭山综合,http://m3u8tv.psrm.net/nmip-media/channellive/channel100740/playlist.m3u8
罗江综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8
罗江综合,http://pull.luojiangrongmei.com/ljds/ljtv.flv
金口河综合,http://pili-live-hls.227.i2863.com/i2863-227/live_227_687291.m3u8
五通桥综合,https://play.wtqrm.com/qtwz/wtqzb.m3u8?auth_key=1663323505-0-0-01843919c015a267038d6e00fd1e1519
井研新闻综合,http://tvfile.jyrmt.cn/nmip-media/channellive/channel104452/playlist.m3u8
南部综合,http://pili-live-hls.148.i2863.com/i2863-148/live_148_811389.m3u8
泸县综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
大英新闻综合,http://zb.dyrmt.com:10086/hls/P6nlSMxSg/playlist.m3u8
大英新闻综合,http://zb.dyrmt.com:10086/flv/live/P6nlSMxSg.flv
叙州综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.m3u8
叙州综合,http://pili-live-hls.ybcxjd.com/jdh-live/2108111201035597.flv
昭化综合,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8
旺苍综合,http://channel.wcrmt.cn/nmip-media/channellive/channel105268/playlist.m3u8
青川综合,http://qcfile.qcrmt.com/nmip-media/channellive/channel100933/playlist.m3u8
营山电视台,https://file.ysxtv.cn/nmip-media/channellive/channel101492/playlist.m3u8
营山电视台,http://tv.drs.ysxtv.cn:8100/channellive/ystv-bak.flv
长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8
长宁综合,http://cnpull.sccnfb.com/live/123456.flv
江安电视台,http://p8.vzan.com/slowlive/917080675626502322/live.m3u8 
犍为综合,http://p8.vzan.com/slowlive/230559508552681163/live.m3u8
南溪综合,http://p8.vzan.com/102532487/897170424053957134/live.m3u8 
自贡综合,http://110.189.153.160:1001/zhpd.flv
自贡文化生活,http://110.189.153.160:1002/ggpd.flv
叙永电视台,http://luzhi.xuyongrongmei.com:1935/live/xyxw/playlist.m3u8
什邡新闻综合,http://live.sfrmt.com:85/live/zhpd.m3u8
仪陇新闻综合,https://live.yilongnews.com/live/ylzhpd.m3u8?auth_key=1741134122-0-0-fbf8d764c05b0a2547234f0f9f64e4b6
大竹新闻综合,https://lmt.dazhutv.com/live1/live1.m3u8
开江新闻综合,https://lmt.kjzx.net:98/live1/live1.m3u8
宝兴综合,http://tv.yunxya.com/channellive/baoxing.flv
荥经综合,http://tv.yunxya.com/channellive/yingjing.flv
天全综合,http://tv.yunxya.com/channellive/tianquan.flv
石棉综合,http://tv.yunxya.com/channellive/shimian.flv
名山电视台,http://tv.yunxya.com/channellive/mingshan.flv
宝兴综合,https://m3u8channel-bx.yunxya.com/nmip-media/channellive/channel104666/playlist.m3u8
石棉综合,https://m3u8channel-sm.yunxya.com/nmip-media/channellive/channel100420/playlist.m3u8
荥经综合,https://m3u8channel-yj.yunxya.com/nmip-media/channellive/channel101140/playlist.m3u8
凉山新闻综合,http://file.i0834.cn/nmip-media/channellive/channel114103/playlist.m3u8
凉山新闻综合,http://file.yizu.tv/nmip-media/channellive/channel106606/playlist.m3u8
凉山彝语综合,http://file.i0834.cn/nmip-media/channellive/channel115044/playlist.m3u8
凉山彝语综合,http://file.yizu.tv/nmip-media/channellive/channel107323/playlist.m3u8
万源新闻综合,http://live.wanyuannews.com/wytv/hd/live.m3u8
德格综合,http://dgfile.ganzitv.com/nmip-media/channellive/channel101955/playlist.m3u8
康定综合,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
石渠综合,http://sqfile.ganzitv.com/nmip-media/channellive/channel101661/playlist.m3u8
会东综合,http://live.schdxww.com:90/live/xwzh.m3u8
黑水新闻综合,http://118.122.237.102:90/live/xwzh.m3u8
黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
金川新闻综合,http://139.203.180.9:90/live/zhxw.m3u8
金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
金川乡村,http://139.203.180.9:90/live/jcxc.m3u8
马尔康综合,http://live.zmmek.com:90/live/zhxw.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
小金综合,http://xjlive.xjxrmt.cn:8091/live/xwpd.m3u8
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
乐至综合,http://rmlive.lzxrmtzx.com:89/live1/live1.m3u8
汉源综合,http://live.hyxrmt.com:85/live/xwpd.m3u8
青神综合,http://lmt.scqstv.com/live1/live1.m3u8
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
璧山综合,http://222.179.42.129:8181/hls1.m3u8
荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8

广东,#genre#
广东卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226961/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E2MGyx659D_aaDPP0qt3NgA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
广东卫视,http://117.144.58.42:35455/itv/1000000001000014176.m3u8?cdn=ystenlive&Contentid=1000000001000014176
广东卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226248
广东珠江,http://php.jdshipin.com:8880/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com:8880/TVOD/iptv.php?id=gdty
广州综合,http://php.jdshipin.com:8880/gztv.php?id=zhonghe
广州新闻,http://php.jdshipin.com:8880/gztv.php?id=xinwen
广州影视,http://php.jdshipin.com:8880/gztv.php?id=yingshi
广州南国都市,http://php.jdshipin.com:8880/gztv.php?id=shenghuo
广州法治,http://php.jdshipin.com:8880/gztv.php?id=fazhi
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
东莞新闻综合,http://php.jdshipin.com:8880/0769.php?id=xwzh
东莞生活资讯,http://php.jdshipin.com:8880/0769.php?id=shzx
佛山综合,http://php.jdshipin.com:8880/fstv.php?id=fszh
佛山影视,http://php.jdshipin.com:8880/fstv.php?id=fsys
佛山公共,http://php.jdshipin.com:8880/fstv.php?id=fsgg
佛山南海,http://php.jdshipin.com:8880/fstv.php?id=fsnh
佛山顺德,http://php.jdshipin.com:8880/fstv.php?id=fssd
佛山高明,http://php.jdshipin.com:8880/fstv.php?id=fsgm
佛山三水,http://php.jdshipin.com:8880/fstv.php?id=fsss

广州综合,https://tencentplaygzrb01.gztv.com/live/zonghes.m3u8
广州新闻,https://tencentplaygzrb01.gztv.com/live/xinwen.m3u8
广州影视,https:///tencentplaygzrb01.gztv.com/live/yingshi.m3u8
广州法治,https://tencentplaygzrb01.gztv.com/live/fazhi.m3u8
广州南国都市,https://tencentplaygzrb01.gztv.com/live/nanguodushi.m3u8
广州竞赛,https://tencentplaygzrb01.gztv.com/live/jingsai.m3u8
东莞新闻综合,https://stream.sun0769.com/dgrtv1/mp4tv1_1500/index.m3u8?channel=1&t=1729302895&ttl=3600&key=1f2a26fb77ea41b518b07ee6f5c05d5c
东莞生活资讯,https://stream.sun0769.com/dgrtv1/mp4tv2_1500/index.m3u8?channel=1&t=1729302911&ttl=3600&key=34750ffbb78df18ea252645a34bbeae2
湛江新闻综合,https://gbtv-hls-wjq.zjwtv.com/zjtv/zhpd.m3u8
湛江公共,https://gbtv-hls-wjq.zjwtv.com/zjtv/ggpd.m3u8
韶关综合,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
韶关公共,https://www.sgmsw.cn/videos/tv/201805/1308/9P424TC5M000AFO13CXK6GN6BOA889D2/hls/live.m3u8
河源综合,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
清远新闻综合,https://zmylivestream.nfnews.com/zmy_slive/25319.m3u8
清远文旅生活,https://zmylivestream.nfnews.com/zmy_slive/25321.m3u8
怀集综合,https://www.zqhjtv.com/hls/hjzhpd.m3u8
江门综合,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/j434500.m3u8
江门侨乡生活,http://tidelive.jmtv.cn/lsdream/qzohscw/993/z2lq5o0.m3u8
惠州综合,http://b.ds2.hztvmg.com/AppName/StreamName.m3u8
惠州公共,http://113.101.119.94:808/hls/203/index.m3u8
云浮文旅,https://livestream.oeeee.com/slive/17807.m3u8

江苏,#genre#
江苏卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226310
江苏卫视,http://117.144.58.42:35455/itv/1000000001000001828.m3u8?cdn=ystenlive&Contentid=1000000001000001828
江苏城市,http://kms.yzcancer.cn:8888/udp/239.49.8.107:8000
江苏影视,http://kms.yzcancer.cn:8888/udp/239.49.8.118:8000
优漫卡通,http://kms.yzcancer.cn:8888/udp/239.49.8.119:8000

南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/nbs06.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/nbs06.m3u8
南京十八生活,http://live.nbs.cn/channels/njtv/sbsh/nbs24.m3u8
南京文旅纪录,http://live.nbs.cn/channels/njtv/wljl/nbs24.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/nbs23.m3u8
张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/_definst_/xinwenzonghe_app/chunklist.m3u8
张家港民生,http://3gvod.zjgonline.com.cn:1935/live/_definst_/shehuishenghuo_app/chunklist.m3u8
苏州新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
苏州社会经济,https://live-auth.51kandianshi.com/szgd/csztv2.m3u8
苏州文化生活,https://live-auth.51kandianshi.com/szgd/csztv3.m3u8
苏州电影娱乐信息,https://live-auth.51kandianshi.com/szgd/csztv4.m3u8
苏州生活资讯,https://live-auth.51kandianshi.com/szgd/csztv5.m3u8
江阴新闻综合,http://221.228.70.101:8080/live/xinwen.m3u8
宜兴新闻综合,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
宜兴紫砂,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8
扬州新闻,http://cm.wshls.homecdn.com/live/8bb.m3u8
扬州城市,http://cm.wshls.homecdn.com/live/8bd.m3u8
扬州生活,http://cm.wshls.homecdn.com/live/8bf.m3u8
扬州江都,http://cm.wshls.homecdn.com/live/8c1.m3u8
扬州邗江,http://cm.wshls.homecdn.com/live/8c3.m3u8
连云港生活,http://live.lyg1.com/ggpd/sd/live.m3u8
镇江新闻综合,http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江民生,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
大丰新闻,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafengyt.m3u8
大丰公共,http://dafeng-tv-hls.cm.jstv.com/dafeng-tv/dafenget.m3u8
如东新闻,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
靖江电视,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
句容新闻综合,http://jrlive.jrntv.com/live/_definst_/jrxwzhs/playlist.m3u8
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8
句容影视,http://jrlive.jrntv.com/live/_definst_/yingshis/playlist.m3u8
东台综合,http://dongtai-tv-hls.cm.jstv.com/dongtai-tv/dongtaizonghe.m3u8
盐都综合,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8
如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
江宁综合,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
淮阴综合,http://huaiyin-tv-replay.cm.jstv.com/huaiyin-tv/huaiyinf.m3u8
金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8
金坛新闻,http://jintan-tv-ori-hls.jstv.com/jintan-tv-ori/jintan_xw.m3u8
武进新闻,https://live.wjyanghu.com/live/CH1.m3u8
武进生活,https://live.wjyanghu.com/live/CH2.m3u8
泗洪新闻综合,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
睢宁综合,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8
睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8
睢宁三农,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
睢宁资讯,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8
姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8
沭阳综合,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
扬中新闻,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/xwzh.m3u8
扬中党建民生,http://yangzhong-tv-hls.cm.jstv.com/yangzhong-tv/yzdj.m3u8
东海综合,http://donghai-tv-replay.cm.jstv.com/donghai-tv/donghaixinwensp.m3u8
贾汪新闻,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8
贾汪旅游,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8
沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
泗阳综合,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
赣榆新闻综合,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8

河南,#genre#
河南卫视,http://117.144.58.42:35455/itv/5000000011000031119.m3u8?cdn=bestzb&Contentid=5000000011000031119
河南卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226480
洛阳新闻综合,http://wshls.live.migucloud.com/live/C788MHFD_C0/playlist.m3u8
洛阳科教频道,http://wshls.live.migucloud.com/live/CXGQPXRK_C0/playlist.m3u8
洛阳文旅频道,http://wshls.live.migucloud.com/live/FJ7Q9PIT_C0/playlist.m3u8
郑州新闻综合,https://live3-new.zztv.tv/xwzh/sd/live.m3u8
郑州商都频道,https://live3-new.zztv.tv/sdpd/sd/live.m3u8
郑州文体旅游,https://live3-new.zztv.tv/wtly/sd/live.m3u8
郑州豫剧频道,https://live3-new.zztv.tv/xqpd/sd/live.m3u8
郑州妇女儿童,https://live3-new.zztv.tv/fnet/sd/live.m3u8
郑州都市生活,https://live3-new.zztv.tv/dssh/sd/live.m3u8
安阳新闻综合,http://zhpull.dxhmt.cn/anyang/7e3b40563af54e2f9f48e2c67c5d9fab/playlist.m3u8
安阳文旅,http://zhpull.dxhmt.cn/anyang/24edb37167474b17948c6fbaf09890b8/playlist.m3u8
焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
焦作公共,http://zhpull.dxhmt.cn/jiaozuo/29b65b69130c4ef1a3283cc7b913da05/playlist.m3u8
开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8
开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8
济源综合,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8
新乡新闻综合,http://player4.juyun.tv/camera/156615145.m3u8
新乡公共,http://player4.juyun.tv/camera/156614152.m3u8
永城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
巩义综合,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
上街电视台,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
新密综合,http://tvpull.dxhmt.cn:9081/tv/10183-2.m3u8
荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
新郑综合,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
宝丰综合,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
鲁山综合,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
舞钢新闻综合,http://tvpull.dxhmt.cn:9081/tv/10481-1.m3u8
叶县一套,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
栾川综合,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
孟津综合,http://tvpull.dxhmt.cn:9081/tv/10322-2.m3u8
汝阳综合,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
嵩县综合新闻,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
新安综合,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8
宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
孟州综合,http://tvpull.dxhmt.cn:9081/tv/10883-1.m3u8
沁阳综合,http://tvpull.dxhmt.cn:9081/tv/10882-1.m3u8
温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
武陟综合,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
邓州综合,http://tvpull.dxhmt.cn:9081/tv/11381-1.m3u8
方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
淅川电视台,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
西峡综合,http://tvpull.dxhmt.cn:9081/tv/11323-1.m3u8
新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
镇平新闻综合,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
郸城新闻综合,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
沈丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8
太康综合,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
项城新闻,https://play-hsbj.vzan.com/978354/446938712125478466/live.m3u8
西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
兰考新闻频道,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
杞县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
通许综合,http://tvpull.dxhmt.cn:9081/tv/10222-1.m3u8
祥符新闻综合,http://tvpull.dxhmt.cn:9081/tv/10212-1.m3u8
临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
舞阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
沁阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
确山综合,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8
上蔡综合,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
遂平一套,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
正阳一套,http://tvpull.dxhmt.cn:9081/tv/11724-1.m3u8
长恒综合,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
封丘新闻综合,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
获嘉综合,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
辉县新闻综合,http://tvpull.dxhmt.cn:9081/tv/10782-1.m3u8
卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
新乡县综合,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
延津电视台,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
灵宝新闻综合,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8
卢氏综合,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8
渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
陕州综合,http://tvpull.dxhmt.cn:9081/tv/11203-1.m3u8
义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8
林州新闻综合,http://tvpull.dxhmt.cn:9081/tv/10581-1.m3u8
内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
汤阴综合,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
淇县电视台,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
浚县一套,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
南乐综合,http://tvpull.dxhmt.cn:9081/tv/10923-1.m3u8
光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
淮滨综合,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
罗山综合,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
商城新闻,http://tvpull.dxhmt.cn:9081/tv/11524-1.m3u8
新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
建安综合,http://tvpull.dxhmt.cn:9081/tv/11003-1.m3u8
襄城电视台,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8

黑龙江,#genre#
黑龙江卫视,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226965/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7UiKL56-L86ihmTWaZ6csw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
黑龙江卫视,http://117.144.58.42:35455/itv/1000000001000001925.m3u8?cdn=ystenlive&Contentid=1000000001000001925
黑龙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226327
黑龙江卫视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226585
黑龙江都市,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226301
黑龙江新闻法治,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226330
黑龙江文体,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226239
黑龙江影视,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226298
黑龙江少儿,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226304
黑龙江农业科教,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226242
齐齐哈尔经济法治,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226555
齐齐哈尔新闻综合,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226437
鹤岗新闻综合,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226534
大庆新闻综合,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226484
大兴安岭新闻综合,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226499
哈尔滨新闻综合,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226434
双鸭山新闻综合,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226529
佳木斯新闻综合,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226451

